Shape_Leng,Shape_Area,ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,SD_EN,SD_PCODE
0.77175616309,0.01484250039,Karagawaru,NG008014008,Karagawaru,Karagawaru,,Kaga,NG008014,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno Central,NG00801
0.30108910345,0.00614674868,Kararam,NG008020009,Kararam,Kareram,,Magumeri,NG008020,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno North,NG00802
0.70959757118,0.01852242372,Karasuwa Galu,NG036010007,Karasuwa Galu,Karasuwa Galu,,Karasuwa,NG036010,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe North,NG03602
0.82656249588,0.02203965414,Karauswa Garu Guna,NG036010008,Karauswa Garu Guna,Karauswa Garu Guna,,Karasuwa,NG036010,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe North,NG03602
0.99251184235,0.04246219878,Kareto,NG008023007,Kareto,Kareto,,Mobbar,NG008023,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno North,NG00802
0.20927359843,0.00242552696,Karewa,NG002020006,Karewa,Karena,,Yola North,NG002020,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa Central,NG00201
0.83300944572,0.02780382060,Karlahi,NG002002005,Karlahi,Karlahi,,Fufore,NG002002,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa Central,NG00201
0.53009507505,0.01027364711,Kasugula,NG008003005,Kasugula,Kasugula,,Bama,NG008003,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno Central,NG00801
0.16253817971,0.00089596402,Katuzu,NG036001004,Katuzu,Katuzu,,Bade,NG036001,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe North,NG03602
0.63611354197,0.01039773316,Kautikari,NG008006005,Kautikari,Kautikari,,Chibok,NG008006,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno South,NG00803
